E7,F^7,A^,Eb^7,Gm6,F#7,A^7,Em6,Abm6,G#7,Em7,Dm6,Bb^,Bo7,Gb7,C^,F6,C7,Absus,E^7,Cm7,Dsus,Dbm7,D#o7,Bbsus,Dm7,Bb6,Fm6,F#o7,Cm6,Fm,Eb6,Bbm6,Bbm,A%7,Dm,C#m7,G^,Fm7,Gbo7,Ebsus,Dm^7,F^,Do7,C6,Bm7,Dbsus,G%7,Eb%7,F#m7,Csus,Gm7,Abo7,Bb7,Am7,Am,D7,C^7,Db6,Co7,B%7,Db^7,C#o7,Dbo7,Abm7,Bb^7,F#%7,Cm^7,Am6,A7,B6,B7,Db^,Gm,Bbm7,Eo7,Cm,Gsus,Fsus,Dbm,Ebo7,Db7,Fm^7,G^7,F7,Dbm6,D%7,G7,Esus,G6,Bbo7,B^7,C%7,D^7,Eb7,C#%7,Ebm6,Gb^7,E%7,Ab7,Ab6,Eb^,Ab^7,Ebm7
73,174,1,51,10,7,4,2,1,1,57,6,8,12,27,26,60,258,1,8,201,1,3,2,4,181,50,38,4,37,16,12,9,1,22,36,12,16,119,1,2,1,33,2,77,17,1,37,4,8,6,169,18,117,109,8,236,91,1,5,25,42,10,7,12,105,6,7,4,157,2,32,3,28,91,2,24,4,5,1,6,66,10,36,186,1,46,283,2,34,5,9,10,10,133,2,3,11,47,58,18,15,84,26
