G^,Dbm,Fm7,F+,C#m7,Gbm,Ebm7,F%7,Gb7,Dsus,Bb%7,F^7,F#m6,Co7,Abo7,G#m7,Gbm7,C#7,A^,Abm7,G6,A+,G#m,Do7,A^7,Bbm7,A6,Gb%7,Bbsus,G^7,Bo7,D6,D+,Db7,Gm6,Ab^,Am^7,Cb7,Go7,Abm^7,Bb^7,Fm^7,Gb^,Eb7,Fsus,D#7,F#^,Ab7,G#sus,Dm7,D#m7,D#o7,A%7,Am,Bbm^7,Bm^7,Cb^,Eb6,Ebm^7,Bb+,Cb^7,Bm6,F#m,C%7,Dbm7,G%7,Eb^7,G#%7,F#6,Dbm^7,A7,Ebm6,G#^7,Dm,G#m6,Eb%7,Db^7,D#%7,Am6,A#%7,B6,Eo7,C#%7,Abm6,F#+,Em7,D#m,Fo7,Gb6,Fm,Db^,Bb^,Gbm6,Ab+,C#o7,A#m7,Bbm6,Gbsus,B+,Eb^,Dbo7,F#7,Ebo7,Ab6,G#o7,E6,Dm^7,E7,C#m,B%7,Gbo7,Ab^7,E%7,C^7,Ebsus,D^7,D%7,D7,Bb7,Absus,Dbm6,Bbm,F7,B^,F#^7,Fm6,E^,Em6,Em^7,Esus,Gm^7,Bbo7,F^,B^7,Em,F#m^7,Bm7,Am7,C#^7,E^7,D^,F#sus,Bsus,Ab%7,Cm^7,F#%7,D#6,Bb6,Ebm,G7,Dm6,B7,C#^,C^,Dbsus,Csus,Gb^7,Ao7,Abm,F#o7,Gsus,F#m7,Cm6,Gbm^7,Gm,Asus,G#7,G+,Cm,F6,C7,Eb+,C6,Gm7,Cm7,C#m6,A#o7,Bm,D#^7,Db6,C+
134,5,1947,16,111,2,547,67,358,143,13,1451,4,45,125,21,16,51,69,383,300,1,2,52,160,1089,16,4,125,710,145,64,2,845,109,128,23,13,33,26,1094,30,16,1763,151,7,4,1154,3,2428,12,23,432,249,41,4,1,668,31,6,3,3,14,145,79,333,1454,18,3,6,1776,76,3,271,2,26,496,2,35,2,7,128,47,71,1,1025,1,33,5,237,72,271,16,15,92,3,103,7,3,208,61,267,93,295,89,13,18,1083,8,289,68,853,429,1237,60,334,411,2581,2902,49,24,69,2611,22,13,153,14,13,13,29,20,81,316,171,86,5,573,1969,2,191,75,6,15,4,24,163,2,522,55,3299,86,879,3,248,11,114,258,84,43,137,135,269,162,2,230,58,26,6,220,672,3652,2,646,2738,2078,2,5,50,5,69,16
